date,site_number,TSP,CM,SD,NO2,OZ,PM10,PM2.5
8/16/24,1023,0.021,NA,NA,NA,NA,NA,NA
8/22/24,1023,0.0155,NA,NA,NA,NA,NA,NA
8/28/24,1023,0.024,NA,NA,NA,NA,NA,NA
9/3/24,1023,0.0085,NA,NA,NA,NA,NA,NA
9/9/24,1023,0.012,NA,NA,NA,NA,NA,NA
9/15/24,1023,0.0045,NA,NA,NA,NA,NA,NA
9/21/24,1023,0.002,NA,NA,NA,NA,NA,NA
9/27/24,1023,0.002,NA,NA,NA,NA,NA,NA
10/3/24,1023,0.007,NA,NA,NA,NA,NA,NA
10/9/24,1023,0.008,NA,NA,NA,NA,NA,NA
10/15/24,1023,0.009,NA,NA,NA,NA,NA,NA
10/21/24,1023,0.0085,NA,NA,NA,NA,NA,NA
10/27/24,1023,0.0275,NA,NA,NA,NA,NA,NA
11/2/24,1023,0.0235,NA,NA,NA,NA,NA,NA
11/8/24,1023,0.0185,NA,NA,NA,NA,NA,NA
11/14/24,1023,0.024,NA,NA,NA,NA,NA,NA
11/20/24,1023,0.0165,NA,NA,NA,NA,NA,NA
11/26/24,1023,0.006,NA,NA,NA,NA,NA,NA
12/2/24,1023,0.0195,NA,NA,NA,NA,NA,NA
12/8/24,1023,0.019,NA,NA,NA,NA,NA,NA
12/14/24,1023,0.0195,NA,NA,NA,NA,NA,NA
12/20/24,1023,0.027,NA,NA,NA,NA,NA,NA
12/26/24,1023,0.01,NA,NA,NA,NA,NA,NA
1/1/24,1017,NA,0.48930450000000003,NA,10.040909,NA,11.3541665,5.600925888888889
1/1/24,1022,NA,0.363119,0.10291066666666668,9.019048,0.018589,17.127083499999998,10.400735294117647
1/1/24,1025,NA,0.47246,NA,14.518182,NA,44.00625,29.903703666666665
1/2/24,1017,NA,0.4817435,NA,16.231579,NA,12.461363500000001,5.508585888888889
1/2/24,1022,NA,0.40431700000000004,0.10013433333333333,10.62381,0.023307500000000002,16.2104165,8.704166666666666
1/2/24,1025,NA,0.590476,NA,16.877273,NA,31.44375,15.202314777777778
1/3/24,1017,NA,0.370536,NA,12.55,NA,14.4270835,5.904166666666667
1/3/24,1022,NA,0.2632385,6.803333333333332e-4,7.128571,0.027593,12.272916500000001,6.700925888888889
1/3/24,1025,NA,0.47632549999999996,NA,13.977273,NA,30.2875,15.804166666666667
1/4/24,1017,NA,0.5007575,NA,17.245455,NA,12.1145835,4.410185222222222
1/4/24,1022,NA,0.349452,0.025687666666666664,11.357143,0.02032325,12.3369565,6.309974411764706
1/4/24,1025,NA,0.6450755,NA,21.522727,NA,27.2333335,11.206018555555556
1/5/24,1017,NA,0.6767045,NA,20.059091,NA,13.390909,5.203535333333334
1/5/24,1022,NA,0.477603,0.1193955,13.747619,0.0195535,17.385416499999998,7.707870333333333
1/5/24,1025,NA,0.65625,NA,22.977273,NA,44.3666665,16.9
1/6/24,1017,NA,0.6746209999999999,NA,15.7,NA,14.227083499999999,5.500463
1/6/24,1022,NA,0.416389,0.107418,10.390476,0.028516,19.2666665,9.310185222222223
1/6/24,1025,NA,0.6136365,NA,20.072727,NA,44.1083335,16.703240777777776
1/7/24,1017,NA,0.430303,NA,8.968182,NA,12.470833500000001,4.5055555555555555
1/7/24,1022,NA,0.238873,0.033436,4.8190480000000004,0.03245425,13.15625,5.8
1/7/24,1025,NA,0.2823865,NA,7.590909,NA,18.279166500000002,5.9
1/8/24,1017,NA,0.639394,NA,20.468182,NA,11.175,3.900463
1/8/24,1022,NA,0.368873,0.11675233333333333,11.238095,0.0219585,12.3083335,5.300463
1/8/24,1025,NA,0.5482955,NA,20.813636,NA,37.2625,13.105555555555556
1/9/24,1017,NA,0.5606059999999999,NA,20.504545,NA,12.1625,3.900463
1/9/24,1022,NA,0.453206,0.1660885,15.52381,0.017889,16.345833499999998,7.505092555555556
1/9/24,1025,NA,0.73447,NA,24.272727,NA,50.114583499999995,18.504629666666666
1/10/24,1017,NA,0.5454545,NA,18.890909,NA,14.0729165,5.005092555555556
1/10/24,1022,NA,0.4306505,0.13633716666666668,11.414286,0.026057749999999998,18.38125,7.597058823529411
1/10/24,1025,NA,0.5454545,NA,17.618182,NA,53.329545499999995,19.110606111111114
1/11/24,1017,NA,0.437311,NA,14.95,NA,15.23125,4.5074074444444445
1/11/24,1022,NA,0.23926999999999998,0.0098655,6.8,0.031676499999999996,13.220833500000001,4.707407444444445
1/11/24,1025,NA,0.35454549999999996,NA,12.418182,NA,20.688889,6.633333
1/12/24,1017,NA,0.6410985,NA,20.877273,NA,14.26875,4.6004629999999995
1/12/24,1022,NA,0.4496745,0.13197533333333333,14.171429,0.023414749999999998,19.0583335,7.105092555555555
1/12/24,1025,NA,0.6109845,NA,22.027273,NA,NA,NA
1/13/24,1017,NA,0.6928030000000001,NA,18.495455,NA,15.054166500000001,6.503240777777778
1/13/24,1022,NA,0.480016,0.13276266666666667,14.133333,0.02605725,20.2270835,11.35024511764706
1/13/24,1025,NA,0.7651515,NA,21.290909,NA,NA,NA
1/14/24,1017,NA,0.5304925,NA,12.968182,NA,14.4520835,7.102777777777778
1/14/24,1022,NA,0.43067449999999996,0.129583,10.52381,0.0221055,21.4,12.803703666666667
1/14/24,1025,NA,0.714962,NA,17.986364,NA,NA,NA
1/15/24,1017,NA,0.649811,NA,16.022727,NA,17.15625,8.502314777777778
1/15/24,1022,NA,0.460262,0.15784333333333334,10.757143,0.0226925,21.41875,12.202777777777778
1/15/24,1025,NA,0.7890155,NA,17.6,NA,NA,NA
1/16/24,1017,NA,0.68447,NA,19.722727,NA,29.145833500000002,18.103703666666668
1/16/24,1022,NA,0.5397915,0.1907085,10.12381,0.0332815,37.30625,23.114705882352943
1/16/24,1025,NA,0.8926135,NA,19.172727,NA,NA,NA
1/17/24,1017,NA,0.5071424999999999,NA,13.214286,NA,24.3208335,14.910648111111112
1/17/24,1022,NA,0.3618015,0.015490666666666666,6.590476,0.03050975,34.46875,20.808796333333333
1/17/24,1025,NA,0.412121,NA,11.686364,NA,NA,NA
1/18/24,1017,NA,0.646212,NA,19.331818,NA,12.4875,5.906018555555556
1/18/24,1022,NA,0.4017695,0.069291167,11.219048,0.01817925,16.0625,7.006944444444445
1/18/24,1025,NA,0.6776785000000001,NA,20.05,NA,NA,NA
1/19/24,1017,NA,0.689881,NA,19.961905,NA,17.24375,6.906018555555556
1/19/24,1022,NA,0.49522900000000003,0.099087,13.970833,0.01905775,22.009524,10.405820111111112
1/19/24,1025,NA,1.0492425,NA,20.3,NA,NA,NA
1/20/24,1017,NA,0.41875,NA,12.522727,NA,18.14375,10.010648111111111
1/20/24,1022,NA,0.3990955,0.078289833,11.880952,0.0152875,24.28125,13.806944444444445
1/20/24,1025,NA,0.6954545,NA,22.986364,NA,NA,NA
1/21/24,1017,NA,0.3083335,NA,8.168182,NA,11.247916499999999,4.7027777777777775
1/21/24,1022,NA,0.22419050000000001,1.3283333333333333e-4,4.042857,0.02661925,10.1875,5.1004629999999995
1/21/24,1025,NA,0.3852275,NA,14.554545,NA,NA,NA
1/22/24,1017,NA,0.2285715,NA,6.7,NA,6.3833335,2.8
1/22/24,1022,NA,0.2062165,-6.63E-05,3.509524,0.03055275,6.3270835000000005,2.6654411764705883
1/22/24,1025,NA,0.285606,NA,7.777273,NA,NA,NA
1/23/24,1017,NA,0.39128799999999997,NA,11.763636,NA,11.4020835,4.3087963333333335
1/23/24,1022,NA,0.20542850000000001,0,4.6,0.0291575,10.4333335,4.205555555555556
1/23/24,1025,NA,0.285606,NA,9.636364,NA,NA,NA
1/24/24,1017,NA,0.40700749999999997,NA,13.931818,NA,16.021739,5.8091787777777775
1/24/24,1022,NA,0.2861765,0.006845333,7.609524,0.02428375,19.3270835,7.801388888888889
1/24/24,1025,NA,0.6225,NA,15.777273,NA,NA,NA
1/25/24,1017,NA,0.380303,NA,10.036364,NA,14.425,6.309259222222222
1/25/24,1022,NA,0.269254,4.648333333333333e-4,6.061905,0.0253015,20.1291665,8.665196058823529
1/25/24,1025,NA,0.416856,NA,13.977273,NA,NA,NA
1/26/24,1017,NA,0.649053,NA,19.822727,NA,11.0145835,3.9069444444444446
1/26/24,1022,NA,0.418841,0.091397667,12.228571,0.01749225,17.04375,6.200463
1/26/24,1025,NA,0.6825755,NA,18.118182,NA,NA,NA
1/27/24,1017,NA,0.486553,NA,13.009091,NA,6.3125,1.6101852222222224
1/27/24,1022,NA,0.4612935,0.11959766666666666,13.080952,0.02492675,19.0541665,7.110648111111111
1/27/24,1025,NA,0.7704545,NA,22.077273,NA,NA,NA
1/28/24,1017,NA,0.5513255,NA,14.686364,NA,8.033333500000001,2.408333333333333
1/28/24,1022,NA,0.39501600000000003,0.131112,12.219048,0.024439,15.2541665,6.777696059
1/28/24,1025,NA,0.6698865,NA,22.372727,NA,NA,NA
1/29/24,1017,NA,0.4982955,NA,20.168182,NA,12.2083335,3.001851888888889
1/29/24,1022,NA,0.446778,0.12786783333333332,14.32381,0.02253775,19.13125,5.408796333333334
1/29/24,1025,NA,0.795644,NA,26.313636,NA,NA,NA
1/30/24,1017,NA,0.591667,NA,23.495833,NA,15.01875,3.900463
1/30/24,1022,NA,0.4720495,0.19999316666666667,16.345,0.0256935,24.025,7.408333333333333
1/30/24,1025,NA,0.881439,NA,28.477273,NA,53.89,18.7
1/31/24,1017,NA,0.5229170000000001,NA,20.091667,NA,20.3545455,6.808585888888889
1/31/24,1022,NA,0.48370599999999997,0.1744495,13.62381,0.0265875,26.104166499999998,9.767647059
1/31/24,1025,NA,0.735606,NA,21.213636,NA,47.177083499999995,20.306944444444444
2/1/24,1017,NA,0.2729165,NA,6.808333,NA,10.252083500000001,4.401851888888889
2/1/24,1022,NA,0.2515555,0.003974667,6.304762,0.033001749999999996,11.025,4.706481444444445
2/1/24,1025,NA,0.350189,NA,11.909091,NA,30.083333500000002,12.008796333333333
2/2/24,1017,NA,0.3416665,NA,8.804167,NA,13.175,4.306018555555555
2/2/24,1022,NA,0.26261900000000005,0.006289167,6.985714,0.02954175,11.280435,5.303381666666667
2/2/24,1025,NA,0.29450750000000003,NA,8.836364,NA,17.352272499999998,5.308585888888889
2/3/24,1017,NA,0.3645835,NA,9.2,NA,12.44375,4.3087963333333335
2/3/24,1022,NA,0.303889,0.025619667,6.104762,0.035371,12.3854165,5.021568647058824
2/3/24,1025,NA,0.5007575,NA,13.122727,NA,21.4375,7.5
2/4/24,1017,NA,0.3229165,NA,6.95,NA,10.10625,3.8055555555555554
2/4/24,1022,NA,0.234095,0.032639333,4.142857,0.033337,13.05,5.210185222222222
2/4/24,1025,NA,0.3452655,NA,10.25,NA,21.1833335,7.305555555555555
2/5/24,1017,NA,0.192059,NA,6.79,NA,5.39375,2.401851888888889
2/5/24,1022,NA,0.1917,4.7233333333333334e-4,3.428571,0.03353975,6.1895834999999995,2.602777777777778
2/5/24,1025,NA,0.2708335,NA,9.55,NA,11.2458335,3.6060185555555555
2/6/24,1017,NA,0.2554165,NA,10.23,NA,6.0895835,2.3097222222222222
2/6/24,1022,NA,0.19721450000000001,0,3.833333,0.036625,4.4708334999999995,1.5875000000000001
2/6/24,1025,NA,0.30681800000000004,NA,11.872727,NA,9.0270835,3.600925888888889
2/7/24,1017,NA,0.2801135,NA,8.731818,NA,10.275,3.6097222222222225
2/7/24,1022,NA,0.196643,1.991666666666667e-4,3.433333,0.037448499999999996,9.1104165,3.5046296666666668
2/7/24,1025,NA,0.3577085,NA,11.8,NA,14.3541665,4.900925889
2/8/24,1017,NA,0.2761365,NA,8.909091,NA,13.1104165,4.705555555555556
2/8/24,1022,NA,0.20657150000000002,2.6566666666666666e-4,4.171429,0.03650775,10.071739000000001,4.300966222222222
2/8/24,1025,NA,0.294129,NA,9.831818,NA,18.214285500000003,5.908465555555556
2/9/24,1017,NA,0.3420455,NA,10.9,NA,8.439583500000001,3.704629666666667
2/9/24,1022,NA,0.31262100000000004,9.851999999999999e-4,10.447059,0.02336775,9.43125,5.114705882352942
2/9/24,1025,NA,0.495644,NA,20.395455,NA,15.325,8.1
2/10/24,1017,NA,0.487311,NA,12.15,NA,9.439583500000001,4.204166666666667
2/10/24,1022,NA,0.2977065,0.0315105,7.414286,0.02919175,10.252083500000001,5.406481444444445
2/10/24,1025,NA,0.45151549999999996,NA,15.686364,NA,18.270833500000002,8.208333333333332
2/11/24,1017,NA,0.52178,NA,12.536364,NA,11.1291665,4.204166666666667
2/11/24,1022,NA,0.2945315,0.083195667,6.704762,0.029568,11.275,5.105555555555555
2/11/24,1025,NA,0.47197,NA,14.859091,NA,30.3166665,11.702777777777778
2/12/24,1017,NA,0.541964,NA,18.733333,NA,13.345833500000001,4.209722222222222
2/12/24,1022,NA,0.3695,0.11555383333333333,10.442857,0.0275695,14.475,6.172303941
2/12/24,1025,NA,0.5990530000000001,NA,19.127273,NA,32.2479165,10.102777777777778
2/13/24,1017,NA,0.5345835,NA,17.661905,NA,16.470833499999998,5.400925889
2/13/24,1022,NA,0.45640000000000003,0.15576600000000002,11.75625,0.01934275,17.1083335,7.407870333333333
2/13/24,1025,NA,0.7583335,NA,19.172727,NA,50.4541665,18.106481444444444
2/14/24,1017,NA,0.5547345,NA,16.859091,NA,13.2541665,5.203240777777778
2/14/24,1022,NA,0.390682,0.1007304,8.83125,0.021202,16.291666499999998,7.106481444444444
2/14/24,1025,NA,0.5559525000000001,NA,16.986364,NA,40.4608695,18.608212555555557
2/15/24,1017,NA,0.5604165000000001,NA,15.936364,NA,13.4729165,5.906018555555556
2/15/24,1022,NA,0.2903255,0.0737955,6.914286,0.03136125,17.322916499999998,8.200463
2/15/24,1025,NA,0.3676135,NA,9.822727,NA,22.2729165,9.004629666666666
2/16/24,1017,NA,0.502462,NA,12.113636,NA,15.4020835,8.108333333333333
2/16/24,1022,NA,0.310854,0.022494333,5.958333,0.03046825,21.227272499999998,11.308080777777779
2/16/24,1025,NA,0.43655299999999997,NA,11.118182,NA,35.3291665,18.003703666666667
2/17/24,1017,NA,0.524053,NA,10.677273,NA,14.179166500000001,8.602777777777778
2/17/24,1022,NA,0.304979,0.006018333,4.525,0.0253005,21.435416500000002,13.203703666666666
2/17/24,1025,NA,0.350947,NA,8.709091,NA,21.4541665,12.606018555555556
2/18/24,1017,NA,0.471212,NA,10.336364,NA,11.085416500000001,6.004629666666666
2/18/24,1022,NA,0.3031875,0.015624833333333334,6.4125,0.0237045,13.3875,7.299754882352941
2/18/24,1025,NA,0.4772725,NA,12.531818,NA,37.0354165,18.503703666666667
2/19/24,1017,NA,0.3426135,NA,9.181818,NA,9.1625,3.6074074444444446
2/19/24,1022,NA,0.2420415,3.471666666666667e-4,5.154167,0.0250305,12.4229165,5.201851888888889
2/19/24,1025,NA,0.4867425,NA,18.145455,NA,37.325,14.807870333333334
2/20/24,1017,NA,0.3080355,NA,9.636364,NA,7.2770835,2.8078703333333332
2/20/24,1022,NA,0.2225,0,5.508333,0.024364,9.1708335,3.9074074444444444
2/20/24,1025,NA,0.353788,NA,13.318182,NA,26.002083499999998,8.200925888888888
2/21/24,1017,NA,0.375947,NA,11.395455,NA,7.14375,2.4074074444444444
2/21/24,1022,NA,0.22575,0.002733667,4.4875,0.0287275,7.4086955,3.1595907647058823
2/21/24,1025,NA,0.3047345,NA,9.909091,NA,13.2645835,4.102777777777778
2/22/24,1017,NA,0.450379,NA,13.559091,NA,10.1354165,3.9069444444444446
2/22/24,1022,NA,0.32370849999999995,0.026856666666666668,6.833333,0.02696975,13.447826,5.209178777777778
2/22/24,1025,NA,0.5420835,NA,14.859091,NA,27.0229165,10.507870333333333
2/23/24,1017,NA,0.5835224999999999,NA,20.413636,NA,12.434090999999999,3.9045454444444445
2/23/24,1022,NA,0.389089,0.079206167,9.361905,0.02767675,14.33125,4.910185222222222
2/23/24,1025,NA,0.7613635000000001,NA,20.8,NA,48.0770835,15.209722222222222
2/24/24,1017,NA,0.69072,NA,18.809091,NA,12.2645835,3.701388888888889
2/24/24,1022,NA,0.3919365,0.10019916666666667,12,0.0283715,19.0145835,7.106127470588236
2/24/24,1025,NA,0.6767045,NA,19.868182,NA,50.010416500000005,16.502777777777776
2/25/24,1017,NA,0.59053,NA,12.7,NA,13.3270835,5.804166666666666
2/25/24,1022,NA,0.3695395,0.10655483333333333,7.661905,0.0338025,20.33125,10.007870333333333
2/25/24,1025,NA,0.6285985000000001,NA,13.7,NA,45.13125,20.209722222222222
2/26/24,1017,NA,0.5375,NA,16.431818,NA,17.3583335,8.307407444444445
2/26/24,1022,NA,0.3154285,0.0249532,8.05,0.024661,25.377083499999998,13.607870333333333
2/26/24,1025,NA,0.4984845,NA,14.190909,NA,32.45625,15.808796333333333
2/27/24,1017,NA,0.450379,NA,11.636364,NA,13.3854165,6.406481444444445
2/27/24,1022,NA,0.23248400000000002,0.013906499999999999,4.961905,0.03317425,20.322916499999998,8.812745117647058
2/27/24,1025,NA,0.5526785000000001,NA,16.35,NA,43.36875,22.405555555555555
2/28/24,1017,NA,0.462689,NA,13.031818,NA,15.039583499999999,7.010648111111111
2/28/24,1022,NA,0.30884100000000003,0.055462333333333336,5.67619,0.0332085,19.177083500000002,8.603703666666666
2/28/24,1025,NA,0.423106,NA,10.445455,NA,27.1208335,12.502314777777778
2/29/24,1017,NA,0.3804925,NA,10.586364,NA,15.13125,7.501851888888889
2/29/24,1022,NA,0.2151905,0.006289167,3.195238,0.036869,19.1333335,9.101851888888888
2/29/24,1025,NA,0.308712,NA,7.990909,NA,21.302083500000002,8.904166666666667
3/1/24,1017,NA,0.38447,NA,10.831818,NA,10.3708335,3.4046296666666667
3/1/24,1022,NA,0.21287299999999998,6.64e-4,4.32381,0.034224000000000004,12.232608500000001,4.204859352941177
3/1/24,1025,NA,0.3541665,NA,11.377273,NA,17.11875,5.407870333333333
3/2/24,1017,NA,0.3236745,NA,7.072727,NA,7.3625,3.100463
3/2/24,1022,NA,0.18680950000000002,0,2.395238,0.03578725,6.2354164999999995,2.8009258888888886
3/2/24,1025,NA,0.277462,NA,6.954545,NA,11.30625,4.000463
3/3/24,1017,NA,0.3414775,NA,7.304545,NA,10.10625,3.700463
3/3/24,1022,NA,0.198857,6.633333333333334e-5,3.333333,0.03394625,8.375,4.004629666666666
3/3/24,1025,NA,0.26742449999999995,NA,6.927273,NA,14.06875,4.501851888888889
3/4/24,1017,NA,0.3541665,NA,10.686364,NA,11.341666499999999,3.7074074444444447
3/4/24,1022,NA,0.2075475,0,4.471429,0.03267075,12.383333499999999,4.158578411764706
3/4/24,1025,NA,0.3147725,NA,9.795455,NA,14.352083499999999,5.406481444444445
3/5/24,1017,NA,0.3339285,NA,11.536364,NA,13.022916500000001,4.108796333333333
3/5/24,1022,NA,0.23681750000000001,0.056181666666666664,5.842857,0.0318115,14.133333499999999,5.206018555555556
3/5/24,1025,NA,0.395644,NA,13.877273,NA,34.2729165,13.304166666666667
3/6/24,1017,NA,0.312121,NA,10.559091,NA,12.0375,4.107407444444444
3/6/24,1022,NA,0.2192225,0.013773666666666667,4.157143,0.03160925,10.213043500000001,4.210144888888889
3/6/24,1025,NA,0.425,NA,15.425,NA,31.3,11.504166666666666
3/7/24,1017,NA,0.337121,NA,11.172727,NA,10.085416500000001,3.6032407777777777
3/7/24,1022,NA,0.194643,1.991666666666667e-4,3.752381,0.034340999999999997,9.3479165,3.5215686470588237
3/7/24,1025,NA,0.31514699999999995,NA,9.6,NA,17.1479165,5.5074074444444445
3/8/24,1017,NA,0.40947,NA,11.477273,NA,15.1,5.4106481111111115
3/8/24,1022,NA,0.20575,0.0284106,4.357143,0.02591075,17.083333500000002,5.802314777777777
3/8/24,1025,NA,0.4547915,NA,14.8,NA,30.295454499999998,10.704545444444443
3/9/24,1017,NA,0.5549245,NA,12.981818,NA,14.18125,5.506018555555555
3/9/24,1022,NA,0.26876999999999995,0.068891333,5.947619,0.033507,16.13125,5.800925888888889
3/9/24,1025,NA,0.462689,NA,11.863636,NA,31.095833499999998,12.606944444444444
3/10/24,1017,NA,0.525379,NA,10.577273,NA,11.275,4.700463
3/10/24,1022,NA,0.250317,0.064726833,5.228571,0.031889,12.304166500000001,4.423774529411765
3/10/24,1025,NA,0.4013255,NA,9.590909,NA,34.020833499999995,15.708333333333332
3/11/24,1017,NA,0.405871,NA,12.427273,NA,14.225,4.704166666666667
3/11/24,1022,NA,0.229821,0.004995167,4.233333,0.03378575,14.05625,5.405092555555556
3/11/24,1025,NA,0.377056,NA,12.27619,NA,32.2958335,13.4
3/12/24,1017,NA,0.35,NA,10.763636,NA,13.095833500000001,4.607870333333333
3/12/24,1022,NA,0.2146575,0.013832,4.594444,0.03693725,14.438095,5.702116444444445
3/12/24,1025,NA,0.35587100000000005,NA,10.945455,NA,28.4375,12.007870333333333
3/13/24,1017,NA,0.344129,NA,10.377273,NA,14.460416500000001,5.203240777777778
3/13/24,1022,NA,0.1985,0.013904833333333333,3.142857,0.0359425,14.2958335,5.072303941176471
3/13/24,1025,NA,0.33465900000000004,NA,10.881818,NA,20.4520835,8.010185222222223
3/14/24,1017,NA,0.343371,NA,11.45,NA,30.08125,6.2046296666666665
3/14/24,1022,NA,0.201361,5.451666666666667e-4,3.95,0.0334555,26.14375,6.706944444444445
3/14/24,1025,NA,0.41950750000000003,NA,15.936364,NA,65.3895835,13.302777777777779
3/15/24,1017,NA,0.3517045,NA,10.977273,NA,14.15,3.701388888888889
3/15/24,1022,NA,0.204421,0.037589167,3.990476,0.0388255,14.3083335,3.701388888888889
3/15/24,1025,NA,0.3861745,NA,14.486364,NA,34.1791665,10.205555555555556
3/16/24,1017,NA,0.419697,NA,9.472727,NA,11.133333499999999,3.600463
3/16/24,1022,NA,0.2031665,0.062935667,3.795238,0.039599499999999996,13.164583499999999,3.7041666666666666
3/16/24,1025,NA,0.3611745,NA,12.168182,NA,34.2666665,13.405092555555555
3/17/24,1017,NA,0.46969700000000003,NA,9.590909,NA,13.275,4.604166666666666
3/17/24,1022,NA,0.212841,0.073262667,3.761905,0.03489075,15.0895835,5.106944444444444
3/17/24,1025,NA,0.34943199999999996,NA,9.877273,NA,28.1104165,12.105092555555554
3/18/24,1017,NA,0.4425595,NA,13.654545,NA,11.48125,3.8055555555555554
3/18/24,1022,NA,0.308373,0.061152167,8.409524,0.023984000000000002,13.2916665,4.605555555555555
3/18/24,1025,NA,0.424053,NA,14.645455,NA,35.354166500000005,13.005555555555556
3/19/24,1017,NA,0.4910985,NA,17.018182,NA,16.3326085,4.703864777777778
3/19/24,1022,NA,0.32354799999999995,0.12457433333333333,8.114286,0.03433725,15.16875,5.504411764705883
3/19/24,1025,NA,0.423106,NA,14.018182,NA,34.3416665,12.300925888888889
3/20/24,1017,NA,0.532197,NA,16.104545,NA,21.2458335,8.404629666666667
3/20/24,1022,NA,0.310183,0.082356333,7.480952,0.0366745,22.225,10.400925888888889
3/20/24,1025,NA,0.42935599999999996,NA,10.845455,NA,36.1854165,16.602777777777778
3/21/24,1017,NA,0.4174245,NA,12.168182,NA,21.4520835,10.402314777777779
3/21/24,1022,NA,0.28296750000000004,0.076784833,5.152381,0.03724775,24.276087,12.10048311111111
3/21/24,1025,NA,0.3217265,NA,8.304545,NA,40.0583335,20.50138888888889
3/22/24,1017,NA,0.5125,NA,13.704545,NA,18.03125,7.600925888888889
3/22/24,1022,NA,0.2877915,0.081400167,6.25,0.03290925,19.2770835,8.208796333333332
3/22/24,1025,NA,0.3839285,NA,9.838095,NA,34.40625,17.004166666666666
3/23/24,1017,NA,0.26666650000000003,NA,4.877273,NA,13.2125,5.105092555555555
3/23/24,1022,NA,0.187762,0.028199833333333334,2.571429,0.03861325,13.2604165,4.943872529411765
3/23/24,1025,NA,0.288447,NA,8.072727,NA,21.375,8.207870333333332
3/24/24,1017,NA,0.27197,NA,5.381818,NA,16.1520835,5.406481444444445
3/24/24,1022,NA,0.1510475,0.010994333333333333,1.604762,0.04226625,11.01875,4.102777777777778
3/24/24,1025,NA,0.1954545,NA,3.2,NA,16.36875,5.604629666666666
3/25/24,1017,NA,0.31994049999999996,NA,10.181818,NA,16.4604165,5.8087963333333335
3/25/24,1022,NA,0.1993495,0.019967333333333333,3.42381,0.03650775,15.1833335,5.375
3/25/24,1025,NA,0.3392045,NA,10.954545,NA,25.010416499999998,8.804166666666667
3/26/24,1017,NA,0.3242425,NA,11.372727,NA,18.020833500000002,6.210648111111111
3/26/24,1022,NA,0.19095250000000002,6.633333333333334e-5,2.957143,0.03654775,17.127083499999998,6.404166666666667
3/26/24,1025,NA,0.27386350000000004,NA,8.540909,NA,22.458333500000002,7.4032407777777784
3/27/24,1017,NA,0.395644,NA,12.763636,NA,19.33125,7.4032407777777784
3/27/24,1022,NA,0.2455635,0.062537167,5.219048,0.038369,19.2104165,8.100463
3/27/24,1025,NA,0.39545450000000004,NA,11.804545,NA,38.4729165,16.708333333333332
3/28/24,1017,NA,0.410606,NA,11.540909,NA,15.14375,6.705555555555556
3/28/24,1022,NA,0.2004585,0,3.241667,0.02964575,16.1630435,6.554219941176471
3/28/24,1025,NA,0.22159099999999998,NA,4.981818,NA,17.125,8.003240777777778
3/29/24,1017,NA,0.287047,NA,8.966667,NA,13.2354165,4.608333333333333
3/29/24,1022,NA,0.193976,0.004837833,3.838095,0.03800425,13.05625,4.8069444444444445
