date_transformed,site_number,TSP,CM,SD,NO2,OZ,PM10,PM2.5
2022-12-01,1023,0.0225,NA,NA,NA,NA,NA,NA
2022-12-07,1023,0.006500000000000001,NA,NA,NA,NA,NA,NA
2022-12-13,1023,0.0135,NA,NA,NA,NA,NA,NA
2022-12-19,1023,0.011,NA,NA,NA,NA,NA,NA
2022-12-25,1023,0.003,NA,NA,NA,NA,NA,NA
2022-12-31,1023,0.006,NA,NA,NA,NA,NA,NA
2022-01-01,1017,NA,0.3941175,NA,8.668182,NA,NA,NA
2022-01-01,1022,NA,0.22633350000000002,0,5.809524,0.03026875,NA,9.7
2022-01-02,1017,NA,0.525568,NA,16.25,NA,NA,4.7
2022-01-02,1022,NA,0.34373849999999995,0.02976175,12.752381,0.0219885,16,9.8
2022-01-03,1017,NA,0.644318,NA,23.727273,NA,NA,NA
2022-01-03,1022,NA,0.5015160000000001,0.10952400000000001,16.933333,0.018347,NA,12.1
2022-01-04,1017,NA,0.6935610000000001,NA,23.840909,NA,NA,NA
2022-01-04,1022,NA,0.5190475,0.102381,15.919048,0.02033925,NA,14
2022-01-05,1017,NA,0.79375,NA,27.672727,NA,NA,10.3
2022-01-05,1022,NA,0.6486350000000001,0.1660715,18.614286,0.01822025,41,26.4
2022-01-06,1017,NA,0.9175595,NA,31.995238,NA,NA,NA
2022-01-06,1022,NA,0.762833,0.12321425,21.252381,0.0169305,NA,19.8
2022-01-07,1017,NA,0.90322,NA,28.431818,NA,NA,NA
2022-01-07,1022,NA,0.5778175,0.0684525,11.261905,0.036442499999999996,NA,23.7
2022-01-08,1017,NA,0.3945075,NA,12.272727,NA,NA,6.6
2022-01-08,1022,NA,0.2749525,0,8.97619,0.025389250000000002,18,10
2022-01-09,1017,NA,0.6039775000000001,NA,15.581818,NA,NA,NA
2022-01-09,1022,NA,0.4410715,0.09404775,13.466667,0.0183305,NA,13
2022-01-10,1017,NA,0.5011365,NA,22.5,NA,NA,NA
2022-01-10,1022,NA,0.661341,0.177976,24.261905,0.01178175,NA,11.9
2022-01-11,1017,NA,0.46136350000000004,NA,20.395455,NA,NA,2.9
2022-01-11,1022,NA,0.5959840000000001,0.1238095,20.871429,0.018264,20,8.9
2022-01-12,1017,NA,0.6767045,NA,31.218182,NA,NA,NA
2022-01-12,1022,NA,0.601603,0.1732145,23.62381,0.01318275,NA,9.6
2022-01-13,1017,NA,0.8464015,NA,33.040909,NA,NA,NA
2022-01-13,1022,NA,0.6739364999999999,0.20059525,26.961905,0.010339000000000001,NA,10.5
2022-01-14,1017,NA,0.813068,NA,29.645455,NA,NA,8.9
2022-01-14,1022,NA,0.638786,0.180357,22.790476,0.0171035,31,12.8
2022-01-15,1017,NA,0.5174245,NA,17.363636,NA,NA,NA
2022-01-15,1022,NA,0.4988335,0.08690475,15.647619,0.02053425,NA,10.8
2022-01-16,1017,NA,0.574053,NA,19.313636,NA,NA,NA
2022-01-16,1022,NA,0.3190315,0.07083350000000001,11.07619,0.021902750000000002,NA,7.3
2022-01-17,1017,NA,0.4950755,NA,17.518182,NA,NA,7.8
2022-01-17,1022,NA,0.31523,0.05535725,8.938095,0.0291725,16,7.6
2022-01-18,1017,NA,0.46553,NA,14.713636,NA,NA,NA
2022-01-18,1022,NA,0.227889,0,6,0.0275415,NA,5.4
2022-01-19,1017,NA,0.518371,NA,18.85,NA,NA,NA
2022-01-19,1022,NA,0.2658335,0.002778,8.65,0.020469499999999998,NA,8.4
2022-01-20,1017,NA,0.7049245,NA,26.931818,NA,NA,7.4
2022-01-20,1022,NA,0.42505550000000003,0.07196975,13.663636,0.01609025,15,8
2022-01-21,1017,NA,0.6227275,NA,21.909091,NA,NA,NA
2022-01-21,1022,NA,0.41169849999999997,0.08712125000000001,13.881818,0.0207725,NA,10
2022-01-22,1017,NA,0.5827655,NA,16.418182,NA,NA,NA
2022-01-22,1022,NA,0.3643495,0.05952375,12.228571,0.022257,NA,9.2
2022-01-23,1017,NA,0.57178,NA,15.163636,NA,NA,3.6
2022-01-23,1022,NA,0.358857,0.075595,13.914286,0.02312225,16,9.2
2022-01-24,1017,NA,0.683144,NA,30.695455,NA,NA,NA
2022-01-24,1022,NA,0.4361035,0.09345225,16.214286,0.02428775,NA,8.5
2022-01-25,1017,NA,0.5753790000000001,NA,22.772727,NA,NA,NA
2022-01-25,1022,NA,0.4375235,0.09821425,14.419048,0.0227005,NA,11.2
2022-01-26,1017,NA,0.5685715,NA,21.16,NA,NA,7.3
2022-01-26,1022,NA,0.36039699999999997,0.0684525,12.585714,0.0235635,21,8.8
2022-01-27,1017,NA,0.6825755,NA,27.95,NA,NA,NA
2022-01-27,1022,NA,0.415816,0.0875,17.005,0.024469750000000002,NA,8.2
2022-01-28,1017,NA,0.3214285,NA,12.647619,NA,NA,NA
2022-01-28,1022,NA,0.522643,0.111905,19.314286,0.023168750000000002,NA,9.2
2022-01-29,1017,NA,0.697538,NA,25.009091,NA,NA,5.2
2022-01-29,1022,NA,0.595452,0.20059525,24.104762,0.01794025,28,14.1
2022-01-30,1017,NA,0.6174245,NA,17.127273,NA,NA,NA
2022-01-30,1022,NA,0.404103,0.10059525,12.971429,0.02716025,21,10.2
2022-01-31,1017,NA,0.6642045,NA,23.636364,NA,NA,NA
2022-01-31,1022,NA,0.46933349999999996,0.08452375000000001,15.390476,0.0231845,NA,11.9
2022-02-01,1017,NA,0.4357145,NA,18.642857,NA,NA,NA
2022-02-01,1022,NA,0.2711905,0.0013546,8.42381,0.02773225,28,13
2022-02-02,1017,NA,0.4823865,NA,14.190909,NA,NA,NA
2022-02-02,1022,NA,0.335595,0.0185944,10.642857,0.0283435,NA,NA
2022-02-03,1017,NA,0.5317434999999999,NA,22.438095,NA,NA,NA
2022-02-03,1022,NA,0.359738,0.08808200000000001,17.195238,0.02336125,NA,8.1
2022-02-04,1017,NA,0.2142045,NA,6.945455,NA,NA,1.8
2022-02-04,1022,NA,0.4287065,0.10627980000000001,16.809524,0.02340875,24,10
2022-02-05,1017,NA,0.641856,NA,22.840909,NA,NA,NA
2022-02-05,1022,NA,0.4292775,0.1101746,16.571429,0.02661525,NA,9.5
2022-02-06,1017,NA,0.852841,NA,21.727273,NA,NA,NA
2022-02-06,1022,NA,0.448095,0.12677100000000002,17.357143,0.025558499999999998,NA,10.2
2022-02-07,1017,NA,0.414881,NA,14.222727,NA,NA,1.9
2022-02-07,1022,NA,0.46244450000000004,0.0918854,18.352381,0.0220635,21,7.4
2022-02-08,1017,NA,0.6208335,NA,28.383333,NA,NA,NA
2022-02-08,1022,NA,0.475875,0.0945834,21.945833,0.0190005,NA,6.1
2022-02-09,1017,NA,0.7770835,NA,29.304167,NA,NA,NA
2022-02-09,1022,NA,0.494271,0.0913888,18.6,0.0219515,NA,5.6
2022-02-10,1017,NA,0.5083329999999999,NA,20.025,NA,NA,3.5
2022-02-10,1022,NA,0.4019165,0.02625,15.854167,0.02549875,23,NA
2022-02-11,1017,NA,0.7151515,NA,27.379167,NA,NA,NA
2022-02-11,1022,NA,0.483479,0.0886804,20.3,0.02127625,NA,5.6
2022-02-12,1017,NA,0.8104165,NA,21.945833,NA,NA,NA
2022-02-12,1022,NA,0.4835835,0.108472,17.2625,0.021788000000000002,NA,8.2
2022-02-13,1017,NA,0.6291665,NA,17.129167,NA,NA,3.4
2022-02-13,1022,NA,0.480875,0.0664584,16.008333,0.0224205,16,6.5
2022-02-14,1017,NA,0.6349210000000001,NA,24.914286,NA,NA,NA
2022-02-14,1022,NA,0.4205625,0.0911804,14.5625,0.03272,NA,9.6
2022-02-15,1017,NA,0.2929925,NA,10.836364,NA,NA,NA
2022-02-15,1022,NA,0.214091,0,3.772727,0.03845775,NA,7.1
2022-02-16,1017,NA,0.4136365,NA,15.654545,NA,NA,6.3
2022-02-16,1022,NA,0.21886499999999998,0.0134492,5.938095,0.0293435,18,6.6
2022-02-17,1017,NA,0.419697,NA,15.259091,NA,NA,NA
2022-02-17,1022,NA,0.29673,0.0219332,9.533333,0.02827525,NA,5.9
2022-02-18,1017,NA,0.5470395,NA,21.285,NA,NA,NA
2022-02-18,1022,NA,0.413619,0.0909446,16.742857,0.0244565,NA,6
2022-02-19,1017,NA,0.685038,NA,20.731818,NA,NA,NA
2022-02-19,1022,NA,0.387754,0.065206,11.742857,0.0334855,21,9.6
2022-02-20,1017,NA,0.5202655,NA,12.486364,NA,NA,NA
2022-02-20,1022,NA,0.33279349999999996,0.0937318,6.052381,0.03988525,NA,12.1
2022-02-21,1017,NA,0.362879,NA,11.654545,NA,NA,NA
2022-02-21,1022,NA,0.1990715,3.188e-4,3.119048,0.043081499999999995,NA,6.5
2022-02-22,1017,NA,0.3450755,NA,12.404545,NA,NA,4
2022-02-22,1022,NA,0.194405,0,3.552381,0.03900975,9,3.3
2022-02-23,1017,NA,0.34450749999999997,NA,11.7,NA,NA,NA
2022-02-23,1022,NA,0.217524,0.0059148,5.5,0.03441475,NA,4.2
2022-02-24,1017,NA,0.52197,NA,19.254545,NA,NA,NA
2022-02-24,1022,NA,0.281508,0.011921999999999999,9.571429,0.0301805,NA,4.7
2022-02-25,1017,NA,0.532197,NA,20.327273,NA,NA,6.2
2022-02-25,1022,NA,0.3363255,0.0791878,12.245,0.030470249999999997,17,6.2
2022-02-26,1017,NA,0.5787880000000001,NA,18.990909,NA,NA,NA
2022-02-26,1022,NA,0.316103,0.0589338,10.333333,0.03447525,NA,7.1
2022-02-27,1017,NA,0.706629,NA,18.254545,NA,NA,NA
2022-02-27,1022,NA,0.341587,0.073233,14.038095,0.02769325,NA,7.2
2022-02-28,1017,NA,0.6954545,NA,28.472727,NA,NA,5.2
2022-02-28,1022,NA,0.4459205,0.0784784,17.519048,0.02763075,16,7.5
2022-03-01,1017,NA,0.7435609999999999,NA,32.186364,NA,NA,NA
2022-03-01,1022,NA,0.4334445,0.11032840000000001,18.571429,0.030403,NA,7
2022-03-02,1017,NA,0.700189,NA,31.272727,NA,NA,NA
2022-03-02,1022,NA,0.4595715,0.1685394,18.680952,0.0421505,NA,9.7
2022-03-03,1017,NA,0.586553,NA,22.495455,NA,NA,6
2022-03-03,1022,NA,0.3882855,0.06790940000000001,10.780952,0.0347915,28,12.2
2022-03-04,1017,NA,0.300568,NA,7.581818,NA,NA,NA
2022-03-04,1022,NA,0.209254,1.594e-4,3.542857,0.0385755,NA,3.7
2022-03-05,1017,NA,0.363068,NA,6.831818,NA,NA,NA
2022-03-05,1022,NA,0.1915,0,2.309524,0.04421625,NA,5.9
2022-03-06,1017,NA,0.42083349999999997,NA,10,NA,NA,6.9
2022-03-06,1022,NA,0.230587,0.0173992,6.028571,0.0303485,14,6.1
2022-03-07,1017,NA,0.583333,NA,18.328571,NA,NA,NA
2022-03-07,1022,NA,0.3052065,0.0802958,9.071429,0.03085925,NA,7.1
2022-03-08,1017,NA,0.634659,NA,23.540909,NA,NA,NA
2022-03-08,1022,NA,0.32422249999999997,0.0362322,11.42381,0.032853,NA,6.1
2022-03-09,1017,NA,0.5136365,NA,19.495455,NA,NA,7.6
2022-03-09,1022,NA,0.285833,0.0614788,9.209524,0.034903000000000003,17,6.9
2022-03-10,1017,NA,0.3575755,NA,12.990909,NA,NA,NA
2022-03-10,1022,NA,0.2103635,0.00764625,5.090909,0.033939333333333335,NA,11.4
2022-03-11,1017,NA,0.5787880000000001,NA,19.2,NA,NA,NA
2022-03-11,1022,NA,0.28224099999999996,0.021848,9.984211,0.033354,NA,6.5
2022-03-12,1017,NA,0.5522724999999999,NA,19.390909,NA,NA,5.7
2022-03-12,1022,NA,0.344976,0.11279840000000001,12.057143,0.036552749999999995,17,7.2
2022-03-13,1017,NA,0.45303000000000004,NA,11.995455,NA,NA,NA
2022-03-13,1022,NA,0.307683,0.0971446,8.419048,0.034472,NA,9.5
2022-03-14,1017,NA,0.5047345,NA,17.336364,NA,NA,NA
2022-03-14,1022,NA,0.30620000000000003,0.106909,9.305,0.0378525,NA,8.9
2022-03-15,1017,NA,0.6367425,NA,23.113636,NA,NA,9.2
2022-03-15,1022,NA,0.3896035,0.111996,10.728571,0.03729375,28,10.1
2022-03-16,1017,NA,0.495,NA,17.495455,NA,NA,NA
2022-03-16,1022,NA,0.2704525,0.0665548,6.52381,0.03414875,NA,10.1
2022-03-17,1017,NA,0.5979165,NA,23.363636,NA,NA,NA
2022-03-17,1022,NA,0.318865,0.0779186,10.004762,0.034910500000000004,NA,6.9
2022-03-18,1017,NA,0.647159,NA,22.772727,NA,NA,8.8
2022-03-18,1022,NA,0.32621449999999996,0.1067578,11.833333,0.03868675,25,8
2022-03-19,1017,NA,0.447538,NA,10.886364,NA,NA,NA
2022-03-19,1022,NA,0.24452400000000002,0.0690118,5.342857,0.0374665,NA,8.9
2022-03-20,1017,NA,0.428788,NA,9.190909,NA,NA,NA
2022-03-20,1022,NA,0.192905,0.0143788,3.185714,0.0337765,NA,4.4
2022-03-21,1017,NA,0.4609845,NA,13.786364,NA,NA,9.5
2022-03-21,1022,NA,0.24461100000000002,0.06910580000000001,6.571429,0.032641,23,10.1
2022-03-22,1017,NA,0.6136364999999999,NA,23.404545,NA,NA,NA
2022-03-22,1022,NA,0.277659,0.0625908,9.166667,0.040601,NA,7.9
2022-03-23,1017,NA,0.41022749999999997,NA,16.313636,NA,NA,NA
2022-03-23,1022,NA,0.269204,0.0636844,9.652632,0.046865000000000004,NA,5.2
2022-03-24,1017,NA,0.6261365,NA,27.972727,NA,NA,6.4
2022-03-24,1022,NA,0.3147955,0.06718425,12.905882,0.03325,20,6.3
2022-03-25,1017,NA,0.784659,NA,24.809091,NA,NA,NA
2022-03-25,1022,NA,0.3363665,0.05579125,10.773333,0.04090825,NA,9.4
2022-03-26,1017,NA,0.50322,NA,11.763636,NA,NA,NA
2022-03-26,1022,NA,0.31418250000000003,0.0580572,6.528571,0.03940825,NA,10.2
2022-03-27,1017,NA,0.371212,NA,7.740909,NA,NA,8
2022-03-27,1022,NA,0.2006905,0.0087422,2.461905,0.0406495,18,7.9
2022-03-28,1017,NA,0.2367425,NA,7.6,NA,NA,NA
2022-03-28,1022,NA,0.1849475,0,2.842105,0.037252,NA,4.8
2022-03-29,1017,NA,0.326894,NA,11.518182,NA,NA,NA
2022-03-29,1022,NA,0.191912,3.6575e-4,3.635294,0.03962375,NA,3.1
2022-03-30,1017,NA,0.389394,NA,12.404545,NA,NA,6.2
2022-03-30,1022,NA,0.20116650000000003,0.0040658,4.338889,0.0418365,17,6.2
2022-03-31,1017,NA,0.343182,NA,13.404545,NA,NA,NA
2022-03-31,1022,NA,0.21654400000000001,0,6.027778,0.03140175,19,7.1
2022-04-01,1017,NA,0.418182,NA,12.118182,NA,NA,NA
2022-04-01,1022,NA,0.2302275,0.007436750000000001,5.763636,0.03917325,NA,6.6
2022-04-02,1017,NA,0.42803,NA,9.3,NA,NA,7.5
2022-04-02,1022,NA,0.2125475,0,4.642857,0.037178499999999996,19,8.4
2022-04-03,1017,NA,0.4327655,NA,8.445455,NA,NA,NA
2022-04-03,1022,NA,0.193524,0,3.128571,0.0421515,NA,5.5
2022-04-04,1017,NA,0.49329,NA,15.657143,NA,NA,NA
2022-04-04,1022,NA,0.22670600000000002,0.0012196,4.647619,0.0440495,NA,7.7
2022-04-05,1017,NA,0.565341,NA,21.281818,NA,NA,12
2022-04-05,1022,NA,0.3382745,0.0616268,9.005263,0.0385855,29,11.9
2022-04-06,1017,NA,0.7484845,NA,24.131818,NA,NA,NA
2022-04-06,1022,NA,0.41578550000000003,0.0922254,12.080952,0.04171825,NA,NA
2022-04-07,1017,NA,0.4164775,NA,13.481818,NA,NA,NA
2022-04-07,1022,NA,0.340422,0.06322320000000001,12.215,0.037313,NA,9.2
2022-04-08,1017,NA,0.61572,NA,22.022727,NA,NA,5.2
2022-04-08,1022,NA,0.3216985,0.0632214,12.233333,0.036895,19,6.5
2022-04-09,1017,NA,0.441856,NA,13.963636,NA,NA,NA
2022-04-09,1022,NA,0.2736425,0.1305898,7.457143,0.0418515,NA,NA
2022-04-10,1017,NA,0.3827655,NA,9.531818,NA,NA,NA
2022-04-10,1022,NA,0.19180950000000002,0.0010358,2.590476,0.044845750000000004,NA,16.9
2022-04-11,1017,NA,0.36098450000000004,NA,11.331818,NA,NA,13.7
2022-04-11,1022,NA,0.190524,0.0040186,2.97619,0.045748,38,13.5
2022-04-12,1017,NA,0.3520835,NA,10.536364,NA,NA,NA
2022-04-12,1022,NA,0.1867145,0.0173196,3.138095,0.04441675,NA,7.1
2022-04-13,1017,NA,0.43125,NA,15.795455,NA,NA,NA
2022-04-13,1022,NA,0.201262,0.0842724,5.052381,0.045633,NA,6.6
2022-04-14,1017,NA,0.423684,NA,13.868182,NA,NA,8.1
2022-04-14,1022,NA,0.2220955,0.0680688,5.904762,0.04602975,22,NA
2022-04-15,1017,NA,0.39640149999999996,NA,11.440909,NA,NA,NA
2022-04-15,1022,NA,0.2127145,0.0809274,4.528571,0.04413675,23,10
2022-04-16,1017,NA,0.4017045,NA,7.295455,NA,NA,NA
2022-04-16,1022,NA,0.188143,0,2.528571,0.03370225,NA,5.6
2022-04-17,1017,NA,0.413447,NA,7.222727,NA,NA,4.8
2022-04-17,1022,NA,0.1819685,0.0278068,2.628571,0.03663475,11,5
2022-04-18,1017,NA,0.493371,NA,15.668182,NA,NA,NA
2022-04-18,1022,NA,0.243238,0.0766806,6.333333,0.03724225,NA,7.3
2022-04-19,1017,NA,0.4075755,NA,14.309091,NA,NA,NA
2022-04-19,1022,NA,0.2279045,0.058376,5,0.03345225,NA,8.6
2022-04-20,1017,NA,0.33125,NA,11.945455,NA,NA,4.4
2022-04-20,1022,NA,0.184143,0.0208176,3.233333,0.03965075,NA,5.7
2022-04-21,1017,NA,0.3921055,NA,11.694737,NA,NA,NA
2022-04-21,1022,NA,0.18623800000000001,0.028677599999999998,2.985714,0.03934125,NA,4.5
2022-04-22,1017,NA,0.3892045,NA,9.604545,NA,NA,NA
2022-04-22,1022,NA,0.1780475,0,2.709524,0.04091275,NA,4.9
2022-04-23,1017,NA,0.5460225,NA,12.027273,NA,NA,6.2
2022-04-23,1022,NA,0.2022855,0.0849896,4.352381,0.04303,15,6.3
2022-04-24,1017,NA,0.67822,NA,15.268182,NA,NA,NA
2022-04-24,1022,NA,0.22184900000000002,0.0124798,6.252381,0.0429365,NA,4.7
2022-04-25,1017,NA,0.547538,NA,22.45,NA,NA,NA
2022-04-25,1022,NA,0.2211515,0.063345,8.957143,0.04772,NA,5.8
2022-04-26,1017,NA,0.5115385,NA,21.847368,NA,NA,11.7
2022-04-26,1022,NA,0.2834605,0.1381312,8.609524,0.04786325,27,11.5
2022-04-27,1017,NA,0.369129,NA,12.859091,NA,NA,NA
2022-04-27,1022,NA,0.26271449999999996,0.076407,3.695238,0.0446685,NA,17.4
2022-04-28,1017,NA,0.348106,NA,10.154545,NA,NA,NA
2022-04-28,1022,NA,0.199,0.026613400000000002,3.32381,0.0484245,NA,13.2
2022-04-29,1017,NA,0.4329545,NA,11.495455,NA,NA,12.7
2022-04-29,1022,NA,0.2295315,0.1112048,4.795238,0.0512025,34,13.7
2022-04-30,1017,NA,0.585038,NA,13.545455,NA,NA,NA
2022-04-30,1022,NA,0.2859205,0.1214496,5.580952,0.0463215,NA,14.5
2022-05-01,1017,NA,0.42083349999999997,NA,8.681818,NA,NA,NA
2022-05-01,1022,NA,0.2255475,0.0095392,3.47619,0.039024249999999996,NA,13.3
2022-05-02,1017,NA,0.41534099999999996,NA,13.795455,NA,NA,11.7
2022-05-02,1022,NA,0.2014525,0.0204988,3.3,0.04549575,30,12.7
2022-05-03,1017,NA,0.41055549999999996,NA,16.033333,NA,NA,NA
2022-05-03,1022,NA,0.197857,0.0169212,3.852381,0.04230375,NA,12.7
2022-05-04,1017,NA,0.4205125,NA,14.457895,NA,NA,NA
2022-05-04,1022,NA,0.258905,0.0709178,5.661905,0.042638999999999996,NA,15.8
2022-05-05,1017,NA,0.5398270000000001,NA,14.952381,NA,NA,11.2
2022-05-05,1022,NA,0.2784365,0.035754,6.180952,0.044385,33,12.3
2022-05-06,1017,NA,0.5473485,NA,19.704545,NA,NA,NA
2022-05-06,1022,NA,0.27758700000000003,0.0615556,6.385714,0.03789675,NA,10.5
2022-05-07,1017,NA,0.40378800000000004,NA,9.295455,NA,NA,NA
2022-05-07,1022,NA,0.19599250000000001,0.0202598,3.009524,0.03419625,NA,11.2
2022-05-08,1017,NA,0.3367425,NA,5.772727,NA,NA,10.1
2022-05-08,1022,NA,0.177143,0.0068373999999999996,1.928571,0.0426635,29,11.1
2022-05-09,1017,NA,0.3179925,NA,12.381818,NA,NA,NA
2022-05-09,1022,NA,0.17481750000000001,0.029516,3.252381,0.0424485,NA,10.9
2022-05-10,1017,NA,0.4104165,NA,12.468182,NA,NA,NA
2022-05-10,1022,NA,0.1698015,0.029872799999999998,3.195238,0.042601,NA,6.7
2022-05-11,1017,NA,0.43484849999999997,NA,15.036364,NA,NA,5.5
2022-05-11,1022,NA,0.1744285,0.0351166,3.242857,0.0444345,19,4.8
2022-05-12,1017,NA,0.441923,NA,19.838889000000002,NA,NA,NA
2022-05-12,1022,NA,0.22923,0.1042156,6.990476,0.051464249999999996,NA,6.4
2022-05-13,1017,NA,0.6198865,NA,20.918182,NA,NA,NA
2022-05-13,1022,NA,0.26866650000000003,0.2198614,9.552381,0.0564445,NA,7.5
2022-05-14,1017,NA,0.7573865,NA,19.613636,NA,NA,8.6
2022-05-14,1022,NA,0.31832550000000004,0.2697346,8.17619,0.063539,26,9.5
2022-05-15,1017,NA,0.6111745,NA,13.122727,NA,NA,NA
2022-05-15,1022,NA,0.2575315,0.1640258,5.219048,0.04166725,NA,11.2
2022-05-16,1017,NA,0.4044645,NA,13.122727,NA,NA,NA
2022-05-16,1022,NA,0.223246,0.0614402,4.671429,0.035716,NA,11.2
2022-05-17,1017,NA,0.4,NA,13.704545,NA,NA,10.2
2022-05-17,1022,NA,0.190357,0.012161,3.471429,0.038742,25,9.7
2022-05-18,1017,NA,0.4,NA,12.713636,NA,NA,NA
2022-05-18,1022,NA,0.19325,0.01053275,3.35,0.03961925,NA,10.9
2022-05-19,1017,NA,0.406439,NA,14.386364,NA,NA,NA
2022-05-19,1022,NA,0.2189605,0.0109658,4.27619,0.0422325,NA,13.5
2022-05-20,1017,NA,0.40227250000000003,NA,15.454545,NA,NA,4.1
2022-05-20,1022,NA,0.192524,3.984e-4,4.080952,0.037879249999999996,15,5.6
2022-05-21,1017,NA,0.474432,NA,11.118182,NA,NA,NA
2022-05-21,1022,NA,0.18888100000000002,0,3.357143,0.03948725,NA,7.5
2022-05-22,1017,NA,0.434091,NA,7.209091,NA,NA,NA
2022-05-22,1022,NA,0.18780950000000002,0.0031798,2.22381,0.0427945,NA,8.6
2022-05-23,1017,NA,0.39128799999999997,NA,12.736364,NA,NA,10.2
2022-05-23,1022,NA,0.202524,0.0147774,3.647619,0.046252,27,11.1
2022-05-24,1017,NA,0.456818,NA,15.454545,NA,NA,NA
2022-05-24,1022,NA,0.2465455,0.01679175,5.629412,0.042769749999999995,NA,11.8
2022-05-25,1017,NA,0.422222,NA,14.641667,NA,NA,NA
2022-05-25,1022,NA,0.2555635,0.02583925,6.428571,0.03104175,NA,11.4
2022-05-26,1017,NA,0.44109849999999995,NA,12.881818,NA,NA,9.4
2022-05-26,1022,NA,0.2189445,0.005960999999999999,4.452381,0.03896025,25,10
2022-05-27,1017,NA,0.46553,NA,12.431818,NA,NA,NA
2022-05-27,1022,NA,0.188143,3.188e-4,2.904762,0.03698625,NA,6.4
2022-05-28,1017,NA,0.456439,NA,7.727273,NA,NA,NA
2022-05-28,1022,NA,0.168619,0,2.604762,0.036866249999999996,NA,5.2
2022-05-29,1017,NA,0.37803,NA,5.85,NA,NA,6.2
2022-05-29,1022,NA,0.134492,4.78e-4,2.133333,0.0330605,15,6.1
